sample_name	genus	clade	alignment_length	genome_equivalents
SRR9178368	Prochlorococcus	Prochlorococcus subclade LLVII	86950	0.24192787332332463
SRR9178368	Prochlorococcus	Prochlorococcus subclade LLVIII	11719	0.032606702098631875
SRR9178368	Prochlorococcus	unclassified	8035058	22.356578424031813
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	488	0.0013578010601700105
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3554	0.009888575753779135
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	19660	0.054701575497832805
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-II	220636	0.6138930219501444
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-III	20099	0.05592303997614148
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-IV	3965	0.011032133613881336
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2868	0.007979863607720471
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	4626	0.012871286279398502
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-HK1	758	0.002109043450018172
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-I	4419	0.012295333780514912
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-IX	1032	0.002871415356752973
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-V	511	0.0014217957822681873
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-VI	501	0.0013939719900515888
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-VII	4430	0.01232593995195317
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1909	0.005311561934148668
SRR9178368	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1825	0.005077842079529241
SRR9178368	Synechococcus	Synechococcus subsubclade 5.2A	3686	0.010255849811038236
SRR9178368	Synechococcus	Synechococcus subsubclade 5.2B	3527	0.009813451514794319
SRR9178368	Synechococcus	Synechococcus subsubclade 5.2C	5072	0.014112227412258798
SRR9178368	Synechococcus	Synechococcus subsubclade 5.3	29228	0.08132337989067433
SRR9178368	Synechococcus	Synechococcus subsubclade RSCCF101	1777	0.004944287876889567
SRR9178368	Synechococcus	unclassified	76074	0.21166671690855202
SRR9178159	Prochlorococcus	Prochlorococcus subclade AMZ-I	1875	0.005216961040612233
SRR9178159	Prochlorococcus	Prochlorococcus subclade AMZ-II	435	0.001210334961422038
SRR9178159	Prochlorococcus	Prochlorococcus subclade AMZ-III	1360	0.0037840357414574066
SRR9178159	Prochlorococcus	Prochlorococcus subclade HLI	960298	2.671913201801518
SRR9178159	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	37009067	102.97325903381753
SRR9178159	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	63042	0.17540675089188076
SRR9178159	Prochlorococcus	Prochlorococcus subclade LLI	23334	0.06492403675821112
SRR9178159	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	26805	0.07458167503659249
SRR9178159	Prochlorococcus	Prochlorococcus subclade LLIV	6433	0.017899045532937866
SRR9178159	Prochlorococcus	Prochlorococcus subclade LLVII	24764	0.06890283904518471
SRR9178159	Prochlorococcus	Prochlorococcus subclade LLVIII	3315	0.009223587119802428
SRR9178159	Prochlorococcus	unclassified	4801579	13.359813640758318
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	149	0.0004145745040273188
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3390	0.009432265561426918
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	21457	0.05970151095915557
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-II	251970	0.7010760924816344
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-III	27052	0.07526892270434248
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-IV	3022	0.008408350007856091
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1732	0.004819080811914874
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2097	0.005834649227820721
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-HK1	350	0.0009738327275809502
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-I	1392	0.003873071876550522
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-IX	574	0.0015970856732327584
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-V	196	0.0005453463274453321
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-VI	281	0.00078184856128642
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-VII	1141	0.0031746946919138977
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-VIII	593	0.0016499508784442957
SRR9178159	Synechococcus	Synechococcus subsubclade 5.1B-XVI	745	0.002072872520136594
SRR9178159	Synechococcus	Synechococcus subsubclade 5.2A	1748	0.004863598879461431
SRR9178159	Synechococcus	Synechococcus subsubclade 5.2B	1306	0.0036337872634877744
SRR9178159	Synechococcus	Synechococcus subsubclade 5.2C	1259	0.003503015440069761
SRR9178159	Synechococcus	Synechococcus subsubclade 5.3	7862	0.021875065440689803
SRR9178159	Synechococcus	Synechococcus subsubclade RSCCF101	758	0.002109043450018172
SRR9178159	Synechococcus	unclassified	63901	0.17779681464328656
SRR9178156	Prochlorococcus	Prochlorococcus subclade AMZ-I	2766	0.007696060927111167
SRR9178156	Prochlorococcus	Prochlorococcus subclade AMZ-II	829	0.002306592374756022
SRR9178156	Prochlorococcus	Prochlorococcus subclade AMZ-III	1000	0.0027823792216598578
SRR9178156	Prochlorococcus	Prochlorococcus subclade HLI	1098776	3.0572115116585317
SRR9178156	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	38290192	106.53783461416651
SRR9178156	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	82558	0.22970766378179452
SRR9178156	Prochlorococcus	Prochlorococcus subclade LLI	132374	0.36831466708800203
SRR9178156	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	28734	0.07994888455517435
SRR9178156	Prochlorococcus	Prochlorococcus subclade LLIV	5932	0.016505073542886276
SRR9178156	Prochlorococcus	Prochlorococcus subclade LLVII	28744	0.07997670834739096
SRR9178156	Prochlorococcus	Prochlorococcus subclade LLVIII	4854	0.01350566874193695
SRR9178156	Prochlorococcus	unclassified	4995618	13.899703722549976
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	283	0.0007874133197297398
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	2722	0.007573636241358133
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	33938	0.09442838602469225
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-II	145478	0.4047749644086328
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-III	17831	0.049612603901416925
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-IV	3390	0.009432265561426918
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1761	0.004899769809343009
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2411	0.006708316303421917
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-HK1	295	0.000820801870389658
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-I	1453	0.004042797009071774
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-IX	478	0.001329977267953412
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-V	438	0.0012186820990870177
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-VI	269	0.0007484600106265017
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-VII	956	0.002659954535906824
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-VIII	872	0.002426234681287396
SRR9178156	Synechococcus	Synechococcus subsubclade 5.1B-XVI	904	0.0025152708163805114
SRR9178156	Synechococcus	Synechococcus subsubclade 5.2A	1651	0.004593708094960425
SRR9178156	Synechococcus	Synechococcus subsubclade 5.2B	1101	0.0030633995230475034
SRR9178156	Synechococcus	Synechococcus subsubclade 5.2C	2080	0.005787348781052504
SRR9178156	Synechococcus	Synechococcus subsubclade 5.3	29986	0.0834324233406925
SRR9178156	Synechococcus	Synechococcus subsubclade RSCCF101	634	0.0017640284265323498
SRR9178156	Synechococcus	unclassified	46954	0.13064383397381696
SRR9178219	Prochlorococcus	Prochlorococcus subclade AMZ-I	3512	0.009771715826469421
SRR9178219	Prochlorococcus	Prochlorococcus subclade AMZ-II	1251	0.003480756406296482
SRR9178219	Prochlorococcus	Prochlorococcus subclade AMZ-III	1350	0.003756211949240808
SRR9178219	Prochlorococcus	Prochlorococcus subclade HLI	1374270	3.8237402929504927
SRR9178219	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	59440896	165.38711394724456
SRR9178219	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	116296	0.3235795739621548
SRR9178219	Prochlorococcus	Prochlorococcus subclade LLI	59169	0.1646305961663921
SRR9178219	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	43034	0.11973690742491032
SRR9178219	Prochlorococcus	Prochlorococcus subclade LLIV	8645	0.02405366837124947
SRR9178219	Prochlorococcus	Prochlorococcus subclade LLVII	36954	0.10282004175721839
SRR9178219	Prochlorococcus	Prochlorococcus subclade LLVIII	5616	0.01562584170884176
SRR9178219	Prochlorococcus	unclassified	7726215	21.497260078076717
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	293	0.0008152371119463383
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1832	0.0050973187340808595
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	29206	0.0812621675477978
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-II	116004	0.32276711922943013
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-III	10354	0.028808754461066167
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-IV	2456	0.00683352336839661
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	814	0.002264856686431124
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2474	0.006883606194386488
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-HK1	395	0.0010990397925556437
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-I	2361	0.006569197342338924
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-IX	555	0.001544220468021221
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-V	133	0.0003700564364807611
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-VI	205	0.0005703877404402708
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-VII	733	0.002039483969476676
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1095	0.003046705247717544
SRR9178219	Synechococcus	Synechococcus subsubclade 5.1B-XVI	937	0.0026070893306952866
SRR9178219	Synechococcus	Synechococcus subsubclade 5.2A	2195	0.006107322391543388
SRR9178219	Synechococcus	Synechococcus subsubclade 5.2B	1633	0.004543625268970548
SRR9178219	Synechococcus	Synechococcus subsubclade 5.2C	1345	0.003742300053132509
SRR9178219	Synechococcus	Synechococcus subsubclade 5.3	20192	0.056181801243755845
SRR9178219	Synechococcus	Synechococcus subsubclade RSCCF101	1156	0.0032164303802387955
SRR9178219	Synechococcus	unclassified	51729	0.1439296947572428
SRR9178224	Prochlorococcus	Prochlorococcus subclade AMZ-I	2314	0.006438425518920911
SRR9178224	Prochlorococcus	Prochlorococcus subclade AMZ-II	534	0.001485790504366364
SRR9178224	Prochlorococcus	Prochlorococcus subclade AMZ-III	427	0.0011880759276487593
SRR9178224	Prochlorococcus	Prochlorococcus subclade HLI	613431	1.7067976683220283
SRR9178224	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	25873303	71.98934066290967
SRR9178224	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	55604	0.15471141424117474
SRR9178224	Prochlorococcus	Prochlorococcus subclade LLI	83228	0.23157185786030665
SRR9178224	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	20796	0.0578623582936384
SRR9178224	Prochlorococcus	Prochlorococcus subclade LLIV	3940	0.01096257413333984
SRR9178224	Prochlorococcus	Prochlorococcus subclade LLVII	20779	0.05781505784687018
SRR9178224	Prochlorococcus	Prochlorococcus subclade LLVIII	3346	0.009309840875673884
SRR9178224	Prochlorococcus	unclassified	3246947	9.03423786663081
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	49	0.00013633658186133302
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1065	0.0029632338710677483
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	7568	0.021057045949521805
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-II	24027	0.06685222555882141
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-III	3088	0.008591987036485641
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-IV	989	0.0027517730502215993
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	346	0.0009627032106943108
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	680	0.0018920178707287033
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-HK1	100	0.0002782379221659858
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-I	1001	0.0027851616008815177
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-IX	277	0.0007707190443997806
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-V	296	0.0008235842496113179
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-VII	444	0.0012353763744169769
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-VIII	527	0.001466313849814745
SRR9178224	Synechococcus	Synechococcus subsubclade 5.1B-XVI	483	0.0013438891640617113
SRR9178224	Synechococcus	Synechococcus subsubclade 5.2A	790	0.0021980795851112875
SRR9178224	Synechococcus	Synechococcus subsubclade 5.2B	841	0.0023399809254159402
SRR9178224	Synechococcus	Synechococcus subsubclade 5.2C	1072	0.0029827105256193674
SRR9178224	Synechococcus	Synechococcus subsubclade 5.3	4311	0.011994836824575647
SRR9178224	Synechococcus	Synechococcus subsubclade RSCCF101	427	0.0011880759276487593
SRR9178224	Synechococcus	unclassified	17105	0.04759259658649187
SRR9178194	Prochlorococcus	Prochlorococcus subclade AMZ-I	5297	0.014738262737132267
SRR9178194	Prochlorococcus	Prochlorococcus subclade AMZ-II	1175	0.003269295585450333
SRR9178194	Prochlorococcus	Prochlorococcus subclade AMZ-III	1269	0.0035308392322863594
SRR9178194	Prochlorococcus	Prochlorococcus subclade HLI	1083918	3.01587092118311
SRR9178194	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	39956499	111.17413258787289
SRR9178194	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	74882	0.20835012087633348
SRR9178194	Prochlorococcus	Prochlorococcus subclade LLI	22402	0.06233085932362414
SRR9178194	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	32718	0.09103388337426722
SRR9178194	Prochlorococcus	Prochlorococcus subclade LLIV	5630	0.015664795017945
SRR9178194	Prochlorococcus	Prochlorococcus subclade LLVII	36982	0.10289794837542486
SRR9178194	Prochlorococcus	Prochlorococcus subclade LLVIII	5519	0.015355950924340755
SRR9178194	Prochlorococcus	unclassified	4990338	13.885012760259611
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	337	0.0009376617976993721
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	2465	0.00685856478139155
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	24104	0.0670664687588892
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-II	208852	0.5811054652021046
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-III	30329	0.08438677941372183
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-IV	3124	0.008692152688465396
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1799	0.005005500219766084
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2900	0.008068899742813588
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-HK1	311	0.0008653199379362158
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-I	2501	0.006958730433371304
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-IX	380	0.001057304104230746
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-V	297	0.0008263666288329778
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-VI	126	0.0003505797819291421
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-VII	2062	0.005737265955062626
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-VIII	830	0.002309374753977682
SRR9178194	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1292	0.003594833954384536
SRR9178194	Synechococcus	Synechococcus subsubclade 5.2A	1597	0.004443459616990793
SRR9178194	Synechococcus	Synechococcus subsubclade 5.2B	1533	0.004265387346804562
SRR9178194	Synechococcus	Synechococcus subsubclade 5.2C	2286	0.006360518900714435
SRR9178194	Synechococcus	Synechococcus subsubclade 5.3	12154	0.033817037060053914
SRR9178194	Synechococcus	Synechococcus subsubclade RSCCF101	1055	0.00293541007885115
SRR9178194	Synechococcus	unclassified	58549	0.16290552104896303
SRR9178100	Prochlorococcus	Prochlorococcus subclade AMZ-I	3848	0.010706595244947133
SRR9178100	Prochlorococcus	Prochlorococcus subclade AMZ-II	517	0.0014384900575981465
SRR9178100	Prochlorococcus	Prochlorococcus subclade AMZ-III	760	0.002114608208461492
SRR9178100	Prochlorococcus	Prochlorococcus subclade HLI	624549	1.7377321605084426
SRR9178100	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	30566885	85.04866569486639
SRR9178100	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	51297	0.14272770693348572
SRR9178100	Prochlorococcus	Prochlorococcus subclade LLI	28748	0.07998783786427759
SRR9178100	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	28935	0.08050814277872799
SRR9178100	Prochlorococcus	Prochlorococcus subclade LLIV	5526	0.015375427578892374
SRR9178100	Prochlorococcus	Prochlorococcus subclade LLVII	32022	0.08909734743599196
SRR9178100	Prochlorococcus	Prochlorococcus subclade LLVIII	3988	0.011096128335979514
SRR9178100	Prochlorococcus	unclassified	3756651	10.452427685427727
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	197	0.000548128706666992
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1912	0.005319909071813648
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	14765	0.0410818292078078
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-II	124770	0.34715745548650045
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-III	15052	0.04188037204442418
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-IV	1603	0.004460153892320752
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	959	0.0026683016735718035
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1884	0.005242002453607172
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-HK1	193	0.0005369991897803526
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-I	2030	0.005648229819969511
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-IX	534	0.001485790504366364
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-V	246	0.000684465288528325
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-VI	282	0.0007846309405080799
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-VII	1043	0.0029020215281912315
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-VIII	562	0.00156369712257284
SRR9178100	Synechococcus	Synechococcus subsubclade 5.1B-XVI	936	0.0026043069514736267
SRR9178100	Synechococcus	Synechococcus subsubclade 5.2A	1560	0.004340511585789378
SRR9178100	Synechococcus	Synechococcus subsubclade 5.2B	1243	0.0034584973725232033
SRR9178100	Synechococcus	Synechococcus subsubclade 5.2C	1200	0.003338855065991829
SRR9178100	Synechococcus	Synechococcus subsubclade 5.3	5057	0.0140704917239339
SRR9178100	Synechococcus	Synechococcus subsubclade RSCCF101	791	0.0022008619643329474
SRR9178100	Synechococcus	unclassified	40536	0.112786524129204
SRR9178093	Prochlorococcus	Prochlorococcus subclade AMZ-I	997	0.0027740320839948784
SRR9178093	Prochlorococcus	Prochlorococcus subclade AMZ-II	441	0.0012270292367519973
SRR9178093	Prochlorococcus	Prochlorococcus subclade AMZ-III	568	0.0015803913979027993
SRR9178093	Prochlorococcus	Prochlorococcus subclade HLI	791608	2.2025536508997168
SRR9178093	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	21982371	61.16329231321823
SRR9178093	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	54483	0.15159236713369403
SRR9178093	Prochlorococcus	Prochlorococcus subclade LLI	261104	0.7264903442922755
SRR9178093	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	17203	0.04786526975021453
SRR9178093	Prochlorococcus	Prochlorococcus subclade LLIV	2845	0.007915868885622296
SRR9178093	Prochlorococcus	Prochlorococcus subclade LLVII	16450	0.04577013819630466
SRR9178093	Prochlorococcus	Prochlorococcus subclade LLVIII	2672	0.00743451728027514
SRR9178093	Prochlorococcus	unclassified	2913582	8.106690017402173
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	247	0.0006872476677499849
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1112	0.003094005694485762
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	9509	0.026457644018763587
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-II	51206	0.14247451042431467
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-III	9104	0.025330780433991344
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-IV	1139	0.003169129933470578
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1062	0.002954886733402769
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1251	0.003480756406296482
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-HK1	334	0.0009293146600343925
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-I	890	0.0024763175072772736
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-IX	148	0.00041179212480565893
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-V	50	0.0001391189610829929
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-VI	135	0.0003756211949240808
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-VII	389	0.0010823455172256848
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-VIII	587	0.0016332566031143365
SRR9178093	Synechococcus	Synechococcus subsubclade 5.1B-XVI	476	0.0013244125095100924
SRR9178093	Synechococcus	Synechococcus subsubclade 5.2A	506	0.001407883886159888
SRR9178093	Synechococcus	Synechococcus subsubclade 5.2B	875	0.0024345818189523754
SRR9178093	Synechococcus	Synechococcus subsubclade 5.2C	844	0.00234832806308092
SRR9178093	Synechococcus	Synechococcus subsubclade 5.3	12125	0.03373634806262577
SRR9178093	Synechococcus	Synechococcus subsubclade RSCCF101	463	0.001288241579628514
SRR9178093	Synechococcus	unclassified	20563	0.057214063934991656
SRR9178092	Prochlorococcus	Prochlorococcus subclade AMZ-I	6680	0.01858629320068785
SRR9178092	Prochlorococcus	Prochlorococcus subclade AMZ-II	1428	0.003973237528530277
SRR9178092	Prochlorococcus	Prochlorococcus subclade AMZ-III	1853	0.005155748697735716
SRR9178092	Prochlorococcus	Prochlorococcus subclade HLI	1163777	3.2380689434456444
SRR9178092	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	46772424	130.13862068426485
SRR9178092	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	106105	0.2952243473142192
SRR9178092	Prochlorococcus	Prochlorococcus subclade LLI	82825	0.2304505590339777
SRR9178092	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	44887	0.12489265612264604
SRR9178092	Prochlorococcus	Prochlorococcus subclade LLIV	9001	0.025044195374160378
SRR9178092	Prochlorococcus	Prochlorococcus subclade LLVII	50944	0.14174552706823978
SRR9178092	Prochlorococcus	Prochlorococcus subclade LLVIII	8402	0.023377550220386126
SRR9178092	Prochlorococcus	unclassified	5879175	16.358094360502093
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	260	0.000723418597631563
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	3057	0.008505733280614184
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	31183	0.08676293126901935
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-II	130368	0.36273321436935235
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-III	13722	0.03817980767961657
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-IV	2233	0.006213052801966462
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	1436	0.003995496562303556
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	2926	0.008141241602576744
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-HK1	219	0.0006093410495435088
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-I	2741	0.00762650144656967
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-IX	507	0.001410666265381548
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-V	523	0.0014551843329281056
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-VI	337	0.0009376617976993721
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-VII	1841	0.005122360147075798
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-VIII	919	0.002557006504705409
SRR9178092	Synechococcus	Synechococcus subsubclade 5.1B-XVI	1137	0.0031635651750272584
SRR9178092	Synechococcus	Synechococcus subsubclade 5.2A	2783	0.007743361373879384
SRR9178092	Synechococcus	Synechococcus subsubclade 5.2B	2724	0.007579200999801453
SRR9178092	Synechococcus	Synechococcus subsubclade 5.2C	2912	0.008102288293473505
SRR9178092	Synechococcus	Synechococcus subsubclade 5.3	30229	0.08410854149155585
SRR9178092	Synechococcus	Synechococcus subsubclade RSCCF101	1660	0.004618749507955364
SRR9178092	Synechococcus	unclassified	51770	0.14404377230533083
SRR9178279	Prochlorococcus	Prochlorococcus subclade AMZ-I	2585	0.007192450287990732
SRR9178279	Prochlorococcus	Prochlorococcus subclade AMZ-II	573	0.0015943032940110985
SRR9178279	Prochlorococcus	Prochlorococcus subclade AMZ-III	909	0.0025291827124888106
SRR9178279	Prochlorococcus	Prochlorococcus subclade HLI	465845	1.2961574485141365
SRR9178279	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	24640817	68.560097225523
SRR9178279	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	41147	0.11448655783363816
SRR9178279	Prochlorococcus	Prochlorococcus subclade LLI	13643	0.03795999972110544
SRR9178279	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	21428	0.05962082196172743
SRR9178279	Prochlorococcus	Prochlorococcus subclade LLIV	4026	0.011201858746402588
SRR9178279	Prochlorococcus	Prochlorococcus subclade LLVII	21451	0.05968481668382561
SRR9178279	Prochlorococcus	Prochlorococcus subclade LLVIII	3153	0.008772841685893531
SRR9178279	Prochlorococcus	unclassified	3072384	8.5485374025602
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	183	0.000509175397563754
SRR9178279	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	1743	0.004849686983353132
