taxon_name	reads	percent	sample_name
Synechococcus	128149	0.439278096089774	ERR599098
unclassified	21509457	73.73161959035858	ERR599098
other_genus	1476146	5.060036398493438	ERR599098
Prochlorococcus	1895747	4.632283126765637	ERR599114
Synechococcus	626248	1.5302453563533143	ERR599114
unclassified	34722242	84.84426230930241	ERR599114
other_genus	3680442	8.993209207578635	ERR599114
Prochlorococcus	3415121	7.45079990066243	ERR599036
Synechococcus	1481704	3.232646812810183	ERR599036
unclassified	37833507	82.54169916594796	ERR599036
other_genus	3105297	6.7748541205794295	ERR599036
Prochlorococcus	36124	0.026133693839985817	ERR4691844
Synechococcus	60593	0.0438356469617501	ERR4691844
unclassified	136830844	98.98946365194497	ERR4691844
other_genus	1300124	0.9405670072532865	ERR4691844
Prochlorococcus	21158873	12.870875462324605	ERR599075
Synechococcus	215182	0.13089452938887305	ERR599075
unclassified	128731215	78.30679055442758	ERR599075
other_genus	14288155	8.691439453858935	ERR599075
Prochlorococcus	857613	0.501192110259424	ERR599160
Synechococcus	3467945	2.0266794845852596	ERR599160
unclassified	153438229	89.66985083829042	ERR599160
other_genus	13350838	7.802277566864902	ERR599160
Prochlorococcus	34372	0.02729535257393102	ERR1726903
Synechococcus	58372	0.04635413477381303	ERR1726903
unclassified	125337597	99.53258177831604	ERR1726903
other_genus	495858	0.3937687343362123	ERR1726903
Prochlorococcus	10643684	5.749499519675121	ERR599162
Synechococcus	5866006	3.1686959777659105	ERR599162
unclassified	147474525	79.66270988990435	ERR599162
other_genus	21139446	11.41909461265462	ERR599162
Prochlorococcus	4417	0.005732772538303733	ERR1726899
Synechococcus	19851	0.025764380271194796	ERR1726899
unclassified	76744860	99.60625444056251	ERR1726899
other_genus	279106	0.3622484066279832	ERR1726899
Prochlorococcus	69244	0.04632877230258796	ERR4691759
Synechococcus	218089	0.14591582841400128	ERR4691759
unclassified	147712941	98.82963447713317	ERR4691759
other_genus	1461921	0.9781209221502468	ERR4691759
Prochlorococcus	9501	0.009946632927609608	ERR1726892
Synechococcus	30639	0.03207608528249982	ERR1726892
unclassified	95177986	99.64219445649576	ERR1726892
other_genus	301635	0.31578282529412943	ERR1726892
Prochlorococcus	3849705	4.3417297430183615	ERR599165
Synechococcus	441648	0.49809433646073487	ERR599165
unclassified	81796410	92.25068055061998	ERR599165
other_genus	2579778	2.9094953699009203	ERR599165
Prochlorococcus	8719	0.011764833195876795	ERR1726800
Synechococcus	19729	0.026620987971264283	ERR1726800
unclassified	73687278	99.42866548092692	ERR1726800
other_genus	394972	0.5329486979059352	ERR1726800
Prochlorococcus	29728	0.019085745414145365	ERR1726744
Synechococcus	140533	0.0902239323293222	ERR1726744
unclassified	155064340	99.55323318260486	ERR1726744
other_genus	525624	0.3374571396516665	ERR1726744
Prochlorococcus	15576	0.01628252242029953	ERR1726731
Synechococcus	11871	0.012409464795286063	ERR1726731
unclassified	95155376	99.47159367822495	ERR1726731
other_genus	478031	0.4997143345594636	ERR1726731
Prochlorococcus	1647	0.01819675565215316	ERR1726937
Synechococcus	1405	0.01552303684959028	ERR1726937
unclassified	9000193	99.43795558179679	ERR1726937
other_genus	47819	0.5283246257014645	ERR1726937
Prochlorococcus	44915	0.03675405832232007	ERR4691756
Synechococcus	81093	0.06635860740358236	ERR4691756
unclassified	118024673	96.5798890106814	ERR4691756
other_genus	4053511	3.3169983235926965	ERR4691756
Prochlorococcus	33316815	14.46750138957959	ERR599150
Synechococcus	3337162	1.449129992535367	ERR599150
unclassified	180509508	78.38449016877298	ERR599150
other_genus	13123792	5.698878449112063	ERR599150
Prochlorococcus	198047	0.12447205185522009	ERR4691753
Synechococcus	90852	0.05710025829803256	ERR4691753
unclassified	151124542	94.98140253788438	ERR4691753
other_genus	7696172	4.8370251519623775	ERR4691753
Prochlorococcus	3391279	7.436100188722388	ERR599151
Synechococcus	1476238	3.236965661155912	ERR599151
unclassified	37654619	82.56575747739116	ERR599151
other_genus	3083476	6.7611766727305405	ERR599151
Prochlorococcus	99415	0.06433148249256382	ERR1726599
Synechococcus	41715	0.02699379160264849	ERR1726599
unclassified	153523034	99.34481088343087	ERR1726599
other_genus	871370	0.5638638424739257	ERR1726599
Prochlorococcus	15733	0.010408143647015783	ERR1726601
Synechococcus	50128	0.03316210670168481	ERR1726601
unclassified	150568256	99.60821439831221	ERR1726601
other_genus	526364	0.34821535133908443	ERR1726601
Prochlorococcus	24848	0.018500915381334034	ERR1726979
Synechococcus	48462	0.036083039327519724	ERR1726979
unclassified	133463042	99.37171790797773	ERR1726979
other_genus	770516	0.5736981373134247	ERR1726979
Prochlorococcus	2797373	15.241901456183932	SRR23969207
Synechococcus	22664	0.12348816357452247	SRR23969207
unclassified	14445231	78.70698237732803	SRR23969207
other_genus	1087908	5.927628002913502	SRR23969207
Prochlorococcus	2082626	17.308185998262886	SRR23969202
Synechococcus	24174	0.2009040933523384	SRR23969202
unclassified	9492147	78.88686965343422	SRR23969202
other_genus	433660	3.604040254950569	SRR23969202
Prochlorococcus	4720278	17.057832983439482	SRR9178330
Synechococcus	43666	0.1577973447866563	SRR9178330
unclassified	21493961	77.67347535263005	SRR9178330
other_genus	1414297	5.11089431914381	SRR9178330
Prochlorococcus	3828813	15.76950781122998	SRR23969227
Synechococcus	24204	0.09968759692965166	SRR23969227
unclassified	19493808	80.28800506230455	SRR23969227
other_genus	933026	3.842799529535828	SRR23969227
Prochlorococcus	4374087	16.911442752831192	SRR23969169
Synechococcus	20177	0.07800992079578548	SRR23969169
unclassified	20399175	78.86891143625748	SRR23969169
other_genus	1071220	4.141635890115544	SRR23969169
Prochlorococcus	4507569	16.475327957262394	SRR23969166
Synechococcus	29651	0.10837547894680863	SRR23969166
unclassified	21859130	79.89591187853875	SRR23969166
other_genus	963160	3.5203846852520386	SRR23969166
Prochlorococcus	5644906	15.2334569526237	SRR9178404
Synechococcus	32135	0.0867201578153051	SRR9178404
unclassified	29480882	79.55770155825073	SRR9178404
other_genus	1898052	5.122121331310268	SRR9178404
Prochlorococcus	1456073	18.3548569798471	SRR9178405
Synechococcus	9583	0.12080067032207503	SRR9178405
unclassified	6027368	75.97934829153968	SRR9178405
other_genus	439879	5.544994058291145	SRR9178405
Prochlorococcus	3646604	13.884956336836806	SRR23969159
Synechococcus	27342	0.10410850099484123	SRR23969159
unclassified	21407192	81.51088690032759	SRR23969159
other_genus	1181847	4.500048261840762	SRR23969159
Prochlorococcus	2463834	11.343706003632716	SRR23969163
Synechococcus	24829	0.11431487525709798	SRR23969163
unclassified	18258582	84.06409938787283	SRR23969163
other_genus	972588	4.477879733237359	SRR23969163
Prochlorococcus	1720582	8.59530530363261	SRR23969185
Synechococcus	48233	0.24095181787913145	SRR23969185
unclassified	17170660	85.77740843788459	SRR23969185
other_genus	1078220	5.386334440603676	SRR23969185
Prochlorococcus	2643162	14.990182117564938	SRR23969181
Synechococcus	18892	0.10714232444512929	SRR23969181
unclassified	14231262	80.70985022589664	SRR23969181
other_genus	739305	4.192825332093284	SRR23969181
Prochlorococcus	2627061	16.41159114959121	SRR23969180
Synechococcus	25126	0.15696538421628914	SRR23969180
unclassified	12444609	77.74308815993352	SRR23969180
other_genus	910555	5.6883553062589804	SRR23969180
Prochlorococcus	2706871	12.590523995417147	SRR9178233
Synechococcus	25873	0.12034360977432165	SRR9178233
unclassified	18079912	84.09546146492775	SRR9178233
other_genus	686616	3.1936709298807884	SRR9178233
Prochlorococcus	15001001	21.81187025426276	SRR9178237
Synechococcus	62333	0.09063390560129693	SRR9178237
unclassified	51550698	74.95614034641306	SRR9178237
other_genus	2160451	3.141355493722868	SRR9178237
Prochlorococcus	5177584	17.426520765327393	SRR9178151
Synechococcus	60411	0.20332910986170247	SRR9178151
unclassified	23069782	77.64741915815871	SRR9178151
other_genus	1403168	4.722730966652188	SRR9178151
Prochlorococcus	1216972	14.413935101925565	SRR9178146
Synechococcus	7847	0.09294063359289279	SRR9178146
unclassified	6740858	79.83937982410094	SRR9178146
other_genus	477347	5.653744440380603	SRR9178146
Prochlorococcus	4222051	13.62270706829269	SRR9178097
Synechococcus	54173	0.17479251435158408	SRR9178097
unclassified	25679701	82.85713373058327	SRR9178097
other_genus	1036821	3.3453666867724468	SRR9178097
Prochlorococcus	4340142	15.605828089880733	SRR9178290
Synechococcus	44287	0.15924255672200308	SRR9178290
unclassified	21934146	78.86850517203011	SRR9178290
other_genus	1492458	5.366424181367158	SRR9178290
Prochlorococcus	3932875	13.72769667060139	SRR9178094
Synechococcus	33871	0.11822669521150296	SRR9178094
unclassified	23617527	82.43695687397602	SRR9178094
other_genus	1064925	3.7171197602110886	SRR9178094
Prochlorococcus	7683777	18.559781925412004	SRR9178292
Synechococcus	51659	0.12477975017818174	SRR9178292
unclassified	32187199	77.74658143122052	SRR9178292
other_genus	1477512	3.568856893189292	SRR9178292
Prochlorococcus	3407335	16.406840984852973	SRR9178143
Synechococcus	21461	0.10333800884736301	SRR9178143
unclassified	16259271	78.29088534782503	SRR9178143
other_genus	1079703	5.198935658474646	SRR9178143
Prochlorococcus	2731948	14.489613793526287	SRR9178142
Synechococcus	17789	0.09434869908689299	SRR9178142
unclassified	15051737	79.8308957753698	SRR9178142
other_genus	1053052	5.585141732017023	SRR9178142
Prochlorococcus	3197446	18.42798214308459	SRR9178281
Synechococcus	20582	0.1186211521536148	SRR9178281
unclassified	13185063	75.99005753950038	SRR9178281
other_genus	947946	5.463339165261419	SRR9178281
Prochlorococcus	5936443	18.13907470428044	SRR9178106
Synechococcus	44038	0.1345601350551335	SRR9178106
unclassified	25569242	78.12799529445915	SRR9178106
other_genus	1177652	3.598369866205279	SRR9178106
Prochlorococcus	4456359	13.778250248767662	SRR9178105
Synechococcus	35969	0.11120959581531113	SRR9178105
unclassified	26402238	81.63091041173367	SRR9178105
other_genus	1448866	4.479629743683354	SRR9178105
Prochlorococcus	10261902	20.34612656668604	SRR9178104
Synechococcus	56891	0.11279697335887005	SRR9178104
unclassified	38531636	76.39612450766691	SRR9178104
other_genus	1586208	3.144951952288175	SRR9178104
Prochlorococcus	3721034	13.13173672495361	SRR9178145
Synechococcus	33752	0.1191126923163385	SRR9178145
unclassified	23573524	83.19228226546045	SRR9178145
other_genus	1007881	3.5568683172696005	SRR9178145
Prochlorococcus	3229171	19.944517771545144	SRR23969143
Synechococcus	42724	0.26387874078873336	SRR23969143
unclassified	12326511	76.13295105791757	SRR23969143
other_genus	592364	3.6586524297485545	SRR23969143
Prochlorococcus	3037157	13.979628265135421	SRR9178443
Synechococcus	22252	0.10242298575799454	SRR9178443
unclassified	17899945	82.39105751410595	SRR9178443
other_genus	766238	3.526891235000639	SRR9178443
Prochlorococcus	3050691	16.400537278175857	SRR23969141
Synechococcus	114299	0.6144722655812149	SRR23969141
unclassified	14439772	77.62832059174788	SRR23969141
other_genus	996403	5.356669864495046	SRR23969141
Prochlorococcus	1604834	10.007006876491346	SRR23969147
Synechococcus	29607	0.184615637874247	SRR23969147
unclassified	13454804	83.89797084922382	SRR23969147
other_genus	947858	5.9104066364105785	SRR23969147
Prochlorococcus	2145132	12.84425576758417	SRR23969150
Synechococcus	13542	0.08108447946542444	SRR23969150
unclassified	13796224	82.60667860200826	SRR23969150
other_genus	746202	4.467981150942153	SRR23969150
Prochlorococcus	3624864	17.30331573563857	SRR9178436
Synechococcus	43104	0.2057572701952307	SRR9178436
unclassified	16539290	78.95042597826833	SRR9178436
other_genus	741698	3.5405010158978802	SRR9178436
Prochlorococcus	8643	0.006792353738238247	ERR1726641
Synechococcus	62859	0.04939957927015134	ERR1726641
unclassified	126737595	99.60043702112404	ERR1726641
other_genus	436926	0.34337104586757894	ERR1726641
Prochlorococcus	2273	0.006767919667741296	ERR1726680
Synechococcus	14787	0.044028696932199976	ERR1726680
unclassified	33466026	99.6460077283509	ERR1726680
other_genus	101828	0.3031956550491688	ERR1726680
Prochlorococcus	6036844	19.71025341994141	SRR9178333
Synechococcus	95990	0.31340667835381797	SRR9178333
unclassified	23334852	76.1881285050312	SRR9178333
other_genus	1160251	3.7882113966735664	SRR9178333
Prochlorococcus	4920034	14.595320250558386	SRR9178334
Synechococcus	46718	0.1385893210220878	SRR9178334
unclassified	27175027	80.6149351574747	SRR9178334
other_genus	1567889	4.651155270944822	SRR9178334
Prochlorococcus	3036051	18.064394557829605	SRR23969219
Synechococcus	38613	0.22974596509132245	SRR23969219
unclassified	12992239	77.30335606536963	SRR23969219
other_genus	739921	4.402503411709434	SRR23969219
Prochlorococcus	1801546	16.56951010226847	SRR23969217
Synechococcus	12814	0.11785527677365339	SRR23969217
unclassified	8301042	76.34786970654919	SRR23969217
other_genus	757255	6.964764914408686	SRR23969217
Prochlorococcus	5878912	17.70988882096164	SRR23969195
Synechococcus	43975	0.13247219228690413	SRR23969195
unclassified	25814574	77.76493941404243	SRR23969195
other_genus	1458185	4.392699572709023	SRR23969195
Prochlorococcus	2788059	11.790092252559406	SRR23969171
Synechococcus	21649	0.09154889016898803	SRR23969171
unclassified	19773419	83.6174679798781	SRR23969171
other_genus	1064347	4.500890877393501	SRR23969171
Prochlorococcus	4513684	16.113030146077307	SRR23969168
Synechococcus	31098	0.11101419848680416	SRR23969168
unclassified	22359208	79.81830197825388	SRR23969168
other_genus	1108643	3.9576536771820057	SRR23969168
Prochlorococcus	4955217	15.521150956801815	SRR23969161
Synechococcus	28051	0.08786372130408168	SRR23969161
unclassified	25366867	79.45625227071072	SRR23969161
other_genus	1575442	4.9347330511833825	SRR23969161
Prochlorococcus	4827452	16.873437509393643	SRR23969155
Synechococcus	39341	0.1375089602251986	SRR23969155
unclassified	22664378	79.21900950486427	SRR23969155
other_genus	1078601	3.7700440255168757	SRR23969155
Prochlorococcus	2411180	9.624047545871468	SRR23969190
Synechococcus	39513	0.1577132319777119	SRR23969190
unclassified	21158011	84.45064401665223	SRR23969190
other_genus	1444996	5.76759520549859	SRR23969190
Prochlorococcus	3398467	14.045462195042923	SRR9178367
Synechococcus	24590	0.10162756189073056	SRR9178367
unclassified	19063870	78.78872014240919	SRR9178367
other_genus	1709265	7.064190100657161	SRR9178367
Prochlorococcus	2917435	14.446589459335424	SRR23969182
Synechococcus	16663	0.08251204231145036	SRR23969182
unclassified	16358001	81.00174462238175	SRR23969182
other_genus	902529	4.469153875971372	SRR23969182
Prochlorococcus	3537106	17.18599499507515	SRR23969178
Synechococcus	119809	0.5821247297550479	SRR23969178
unclassified	15906897	77.28800104638535	SRR23969178
other_genus	1017516	4.943879228784459	SRR23969178
Prochlorococcus	4147779	20.061819621766183	SRR23969176
Synechococcus	58057	0.2808078882170143	SRR23969176
unclassified	15652071	75.70534136680799	SRR23969176
other_genus	817082	3.95203112320882	SRR23969176
Prochlorococcus	4671617	16.151478577846675	SRR9178157
Synechococcus	40516	0.14007854369483538	SRR9178157
unclassified	22694908	78.46454886781196	SRR9178157
other_genus	1516732	5.243894010646536	SRR9178157
Prochlorococcus	9833870	20.383526278099644	SRR9178236
Synechococcus	44788	0.09283602233337708	SRR9178236
unclassified	36638034	75.94287181108844	SRR9178236
other_genus	1727512	3.580765888478541	SRR9178236
Prochlorococcus	4659004	15.952416847285376	SRR9178220
Synechococcus	33728	0.11548457898410071	SRR9178220
unclassified	23147597	79.2573082909936	SRR9178220
other_genus	1365302	4.6747902827369145	SRR9178220
Prochlorococcus	7850972	20.112321478173545	SRR9178211
Synechococcus	111920	0.28671239941209614	SRR9178211
unclassified	29605563	75.84240532233716	SRR9178211
other_genus	1467178	3.7585608000772015	SRR9178211
Prochlorococcus	5057181	14.716302140099188	SRR9178193
Synechococcus	61269	0.17829164426223565	SRR9178193
unclassified	28037116	81.58748326251506	SRR9178193
other_genus	1208916	3.5179229531235188	SRR9178193
Prochlorococcus	4105744	14.852077684175798	SRR9178089
Synechococcus	24156	0.087381675169945	SRR9178089
unclassified	22056251	79.78606393230561	SRR9178089
other_genus	1458089	5.274476708348647	SRR9178089
Prochlorococcus	5087735	15.609343439518804	SRR9178314
Synechococcus	44585	0.13678829130270068	SRR9178314
unclassified	25617815	78.5963247899225	SRR9178314
other_genus	1844029	5.657543479255979	SRR9178314
Prochlorococcus	3254523	13.592438305822396	SRR9178316
Synechococcus	24353	0.1017097282955729	SRR9178316
unclassified	19267195	80.46898404581862	SRR9178316
other_genus	1397558	5.836867920063412	SRR9178316
Prochlorococcus	13322861	21.62427757636243	SRR9178103
Synechococcus	45053	0.07312532778416411	SRR9178103
unclassified	46053505	74.74924308558012	SRR9178103
other_genus	2189245	3.553354010273287	SRR9178103
Prochlorococcus	3176962	14.710793091169574	SRR9178282
Synechococcus	25919	0.12001687339352005	SRR9178282
unclassified	17335058	80.26927972743265	SRR9178282
other_genus	1058191	4.899910308004258	SRR9178282
Prochlorococcus	3658592	14.353318540325594	SRR9178286
Synechococcus	77093	0.3024497911298447	SRR9178286
unclassified	20621853	80.90326141881056	SRR9178286
other_genus	1131982	4.440970249734008	SRR9178286
Prochlorococcus	3586086	17.536592332565625	SRR9178487
Synechococcus	31678	0.15491100099412392	SRR9178487
unclassified	16255107	79.49033703632145	SRR9178487
other_genus	576290	2.81815963011881	SRR9178487
Prochlorococcus	3450647	17.05814525722938	SRR9178490
Synechococcus	17971	0.0888389708995644	SRR9178490
unclassified	15737989	77.80016397466277	SRR9178490
other_genus	1022128	5.0528517972082785	SRR9178490
Prochlorococcus	6093441	17.23365034393535	SRR9178502
Synechococcus	39190	0.11083831893651326	SRR9178502
unclassified	27310169	77.23942898270164	SRR9178502
other_genus	1915008	5.416082354426496	SRR9178502
Prochlorococcus	2432626	11.504806560895085	SRR23969146
Synechococcus	42574	0.20134851577001453	SRR23969146
unclassified	17482761	82.68257572490005	SRR23969146
other_genus	1186471	5.611269198434841	SRR23969146
Prochlorococcus	4172483	17.99498519014232	SRR23969149
Synechococcus	28531	0.12304781648240402	SRR23969149
unclassified	17740569	76.51110296188097	SRR23969149
other_genus	1245338	5.370864031494307	SRR23969149
Prochlorococcus	3633324	12.75695887457211	SRR9178411
Synechococcus	45250	0.15887721245734981	SRR9178411
unclassified	23741488	83.35870570231207	SRR9178411
other_genus	1061052	3.7254582106584735	SRR9178411
Prochlorococcus	3107845	17.067872285308216	SRR23969148
Synechococcus	26330	0.14460086563910535	SRR23969148
unclassified	14068280	77.26112670160703	SRR23969148
other_genus	1006288	5.526400147445653	SRR23969148
Prochlorococcus	4693005	2.612696829028965	ERR598942
Synechococcus	1602427	0.8921055787603885	ERR598942
unclassified	157819451	87.86148303417365	ERR598942
other_genus	15508139	8.633714558036997	ERR598942
Prochlorococcus	20986	0.013218479573014766	ERR4691814
Synechococcus	87563	0.05515342260801925	ERR4691814
unclassified	158051402	99.55204559341205	ERR4691814
other_genus	602635	0.3795825044069262	ERR4691814
Prochlorococcus	25182	0.016260805498004214	ERR599299
Synechococcus	66967	0.04324268770490225	ERR599299
unclassified	153990191	99.43628561875623	ERR599299
other_genus	780837	0.5042108880408672	ERR599299
Prochlorococcus	2254004	5.581953255211551	ERR598972
Synechococcus	1013636	2.5102301370359665	ERR598972
unclassified	34531819	85.51670692484402	ERR598972
other_genus	2580743	6.39110968290847	ERR598972
Prochlorococcus	2164278	5.481603932145447	ERR599025
Synechococcus	993166	2.5154544152244607	ERR599025
unclassified	33835006	85.69606212037677	ERR599025
other_genus	2490118	6.306879532253322	ERR599025
Prochlorococcus	6030870	4.815476596698463	ERR599023
Synechococcus	3865635	3.086598595870656	ERR599023
unclassified	107818331	86.0898426969224	ERR599023
other_genus	7524481	6.008082110508475	ERR599023
Prochlorococcus	19264844	11.412294523868168	ERR599026
Synechococcus	1141829	0.6764077011936285	ERR599026
unclassified	134564824	79.7148112925536	ERR599026
other_genus	13836309	8.196486482384588	ERR599026
Prochlorococcus	15832	0.010872656272818405	ERR599296
Synechococcus	73650	0.050579278328264	ERR599296
unclassified	145170226	99.69593028962642	ERR599296
other_genus	353283	0.24261777577249274	ERR599296
Prochlorococcus	77908	0.0507586773261279	ERR1726590
Synechococcus	77840	0.05071437391623191	ERR1726590
unclassified	151248523	98.54154868576313	ERR1726590
other_genus	2082786	1.3569782629945142	ERR1726590
Prochlorococcus	5035709	16.826444144688917	SRR23969206
Synechococcus	35009	0.11697994921100768	SRR23969206
unclassified	23340275	77.9897793159174	SRR23969206
other_genus	1516358	5.066796590182673	SRR23969206
Prochlorococcus	2373986	12.696011204215743	SRR23969205
Synechococcus	28475	0.15228350927092377	SRR23969205
unclassified	15152449	81.03487648002458	SRR23969205
other_genus	1143766	6.116828806488759	SRR23969205
Prochlorococcus	4408262	23.239445158538103	SRR23969201
Synechococcus	55435	0.2922418500451107	SRR23969201
unclassified	13685406	72.14662880956902	SRR23969201
other_genus	819775	4.321684181847761	SRR23969201
Prochlorococcus	1158026	14.710148618706137	SRR9178357
Synechococcus	7660	0.0973032888892728	SRR9178357
unclassified	6239315	79.25664098122364	SRR9178357
other_genus	467292	5.935907111180948	SRR9178357
Prochlorococcus	6673150	18.763332688876687	SRR9178358
Synechococcus	56577	0.15908125451077473	SRR9178358
unclassified	27699837	77.88544496357133	SRR9178358
other_genus	1135280	3.192141093041206	SRR9178358
Prochlorococcus	2494639	14.831543976094869	SRR9178359
Synechococcus	16763	0.09966218425643081	SRR9178359
unclassified	13322618	79.20785121362773	SRR9178359
other_genus	985800	5.860942626020968	SRR9178359
Prochlorococcus	2414058	14.12373569567322	SRR23969196
Synechococcus	23680	0.13854267845823998	SRR23969196
unclassified	13611393	79.63508630775922	SRR23969196
other_genus	1043075	6.102635318109318	SRR23969196
Prochlorococcus	3015792	14.679073415956193	SRR9178319
Synechococcus	33193	0.1615636900342709	SRR9178319
unclassified	16276839	79.22592627764082	SRR9178319
other_genus	1219015	5.933436616368714	SRR9178319
Prochlorococcus	3508967	17.886457392977167	SRR23969229
Synechococcus	92841	0.47324371839957263	SRR23969229
unclassified	15044491	76.6871410504939	SRR23969229
other_genus	971711	4.953157838129352	SRR23969229
Prochlorococcus	2423175	14.642582134088933	SRR23969228
Synechococcus	30729	0.18568692166204206	SRR23969228
unclassified	13101093	79.16631291542608	SRR23969228
other_genus	993826	6.005418028822956	SRR23969228
Prochlorococcus	4167609	14.592315206773037	SRR23969222
Synechococcus	49753	0.17420335220568411	SRR23969222
unclassified	22730740	79.58858975570985	SRR23969222
other_genus	1612198	5.644891685311429	SRR23969222
Prochlorococcus	6842124	15.144422314284316	SRR23969218
Synechococcus	49552	0.10967886792426103	SRR23969218
unclassified	34272472	75.85901537629024	SRR23969218
other_genus	4015020	8.886883441501181	SRR23969218
Prochlorococcus	4044723	16.239940534861027	SRR23969158
Synechococcus	31524	0.126571803661452	SRR23969158
unclassified	19137627	76.83935944645674	SRR23969158
other_genus	1692147	6.794128215020777	SRR23969158
Prochlorococcus	1942436	11.215719546614789	SRR23969191
Synechococcus	38010	0.21947158102857858	SRR23969191
unclassified	14187852	81.92134464192267	SRR23969191
other_genus	1150573	6.643464230433958	SRR23969191
Prochlorococcus	4032433	12.424844234696373	SRR9178362
Synechococcus	38839	0.11967180241590435	SRR9178362
unclassified	26161460	80.60941507329193	SRR9178362
other_genus	2221864	6.8460688895957915	SRR9178362
Prochlorococcus	1986344	10.023740949034421	SRR23969186
Synechococcus	38845	0.19602456430771412	SRR23969186
unclassified	16353997	82.5276132478997	SRR23969186
other_genus	1437208	7.252621238758172	SRR23969186
Prochlorococcus	3289183	16.497777413075745	SRR23969183
Synechococcus	24822	0.12450138254617214	SRR23969183
unclassified	15198494	76.23211327127959	SRR23969183
other_genus	1424629	7.145607933098488	SRR23969183
Prochlorococcus	7002204	18.466902970381526	SRR9178274
Synechococcus	32657	0.08612626114631186	SRR9178274
unclassified	28795455	75.94221383338555	SRR9178274
other_genus	2087271	5.504756935086613	SRR9178274
Prochlorococcus	7079496	17.115212242290138	SRR9178191
Synechococcus	46424	0.11223349983333238	SRR9178191
unclassified	31598197	76.39100977367534	SRR9178191
other_genus	2639647	6.381544484201196	SRR9178191
Prochlorococcus	4438035	16.13037118860744	SRR9178216
Synechococcus	54391	0.1976881703996357	SRR9178216
unclassified	21696658	78.85813137847472	SRR9178216
other_genus	1324449	4.813809262518194	SRR9178216
Prochlorococcus	5273522	18.412637227868313	SRR9178213
Synechococcus	48804	0.17040041688816032	SRR9178213
unclassified	22395274	78.19367318098061	SRR9178213
other_genus	923175	3.2232891742629173	SRR9178213
Prochlorococcus	3751170	14.700730057448993	SRR9178226
Synechococcus	39715	0.15564197149998182	SRR9178226
unclassified	20696200	81.10782753513594	SRR9178226
other_genus	1029811	4.035800435915089	SRR9178226
Prochlorococcus	9769339	20.825342639501933	SRR9178209
Synechococcus	51947	0.11073564691472032	SRR9178209
unclassified	35180937	74.99535714788188	SRR9178209
other_genus	1908597	4.0685645657014735	SRR9178209
Prochlorococcus	14052989	22.292090638540802	SRR9178276
Synechococcus	56978	0.09038352911275871	SRR9178276
unclassified	46385378	73.58057781721573	SRR9178276
other_genus	2544902	4.036948015130715	SRR9178276
Prochlorococcus	6935044	18.675835891852756	SRR9178085
Synechococcus	53339	0.14364009956325213	SRR9178085
unclassified	28526686	76.82138805095016	SRR9178085
other_genus	1618712	4.359135957633832	SRR9178085
Prochlorococcus	5681515	17.39332286746761	SRR9178109
Synechococcus	39627	0.12131362942263443	SRR9178109
unclassified	25199085	77.14418097457457	SRR9178109
other_genus	1744693	5.3411825285351995	SRR9178109
Prochlorococcus	4010079	14.801044660035927	SRR9178476
Synechococcus	41628	0.15364731894508205	SRR9178476
unclassified	21398953	78.98269810420439	SRR9178476
other_genus	1642556	6.0626099168146	SRR9178476
Prochlorococcus	5530135	16.46937404058187	SRR9178482
Synechococcus	49749	0.14815820755639916	SRR9178482
unclassified	25955595	77.29872824096637	SRR9178482
other_genus	2042816	6.083739510895357	SRR9178482
Prochlorococcus	6337465	22.868673010630967	SRR9178483
Synechococcus	42436	0.15312984101358126	SRR9178483
unclassified	20431304	73.72613661089987	SRR9178483
other_genus	901225	3.252060537455575	SRR9178483
Prochlorococcus	5792007	11.733187635625569	SRR9178530
Synechococcus	53170	0.10770939789717304	SRR9178530
unclassified	40028919	81.08878623217434	SRR9178530
other_genus	3490213	7.0703167343029145	SRR9178530
Prochlorococcus	1831051	15.581711375685531	SRR9178531
Synechococcus	9510	0.08092733363667609	SRR9178531
unclassified	9324673	79.3502547764359	SRR9178531
other_genus	586049	4.9871065142418916	SRR9178531
Prochlorococcus	3223100	16.756246290982453	SRR23969142
Synechococcus	26751	0.1390730490925108	SRR23969142
unclassified	14881483	77.36582616830641	SRR23969142
other_genus	1103881	5.738854491618628	SRR23969142
Prochlorococcus	5695148	19.216164831877098	SRR23969144
Synechococcus	76522	0.25819511016481034	SRR23969144
unclassified	22147100	74.72717550940999	SRR23969144
other_genus	1718507	5.7984645485481	SRR23969144
Prochlorococcus	4077148	15.045381193203394	SRR9178462
Synechococcus	20696	0.07637181902019193	SRR9178462
unclassified	21645669	79.87626185924714	SRR9178462
other_genus	1355488	5.0019851285292765	SRR9178462
Prochlorococcus	20762547	13.044871340570815	ERR599002
Synechococcus	419114	0.26332454332467	ERR599002
unclassified	126746600	79.63344236402176	ERR599002
other_genus	11234267	7.058361752082752	ERR599002
Prochlorococcus	4523383	12.81857287095879	ERR599016
Synechococcus	99730	0.2826195067763928	ERR599016
unclassified	28167098	79.8212307638857	ERR599016
other_genus	2497516	7.0775768583791185	ERR599016
Prochlorococcus	7023502	19.28622613187749	SRR23969213
Synechococcus	71756	0.19703880518849448	SRR23969213
unclassified	27271723	74.88694625329707	SRR23969213
other_genus	2050211	5.629788809636943	SRR23969213
Prochlorococcus	2296268	6.333689377896596	SRR9178356
Synechococcus	21123	0.05826258987596824	SRR9178356
unclassified	31301195	86.33663243444148	SRR9178356
other_genus	2636239	7.271415597785951	SRR9178356
