sample_name	genus	clade	alignment_length	genome_equivalents	depth	filter size (um)	cell_state	binned_depth
ERR1726731	Prochlorococcus	Prochlorococcus subclade HLI	2995	0.0083332257688712	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	73941	0.2057319020287515	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	685	0.001905929766837	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade LLI	1570	0.0043683353780059	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	3359	0.0093460118055554	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade LLIV	1057	0.0029409748372944	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade LLVII	9292	0.0258538677276633	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	Prochlorococcus subclade LLVIII	711	0.0019782716266001	5.0	20.0	Particle-bound	5
ERR1726731	Prochlorococcus	unclassified	23819	0.0662734906807161	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	164	0.0004563101923522	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	514	0.0014301429199331	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	3411	0.0094906955250817	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-II	13812	0.0384302218095659	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-III	1762	0.0049025521885646	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-IV	1788	0.0049748940483278	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	851	0.0023678047176325	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	21164	0.0588862738472092	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-HK1	279	0.0007762838028431	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-I	3074	0.0085530337273824	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-IX	521	0.0014496195744847	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-V	99	0.0002754555429443	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-VI	195	0.0005425639482236	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-VII	813	0.0022620743072094	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-VIII	897	0.0024957941618288	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.1B-XVI	740	0.0020589606240282	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.2A	763	0.0021229553461264	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.2B	1076	0.002993840042506	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.2C	1063	0.0029576691126244	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade 5.3	5545	0.0154282927841039	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	Synechococcus subsubclade RSCCF101	742	0.0020645253824716	5.0	20.0	Particle-bound	5
ERR1726731	Synechococcus	unclassified	13196	0.0367162762090234	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade AMZ-I	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade AMZ-II	66	0.0001836370286295	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade AMZ-III	87	0.0002420669922844	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade HLI	184	0.0005119577767854	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	6867	0.0191065981151382	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	901	0.0025069236787155	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade LLI	740	0.0020589606240282	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	259	0.0007206362184099	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade LLIV	65	0.0001808546494078	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade LLVII	705	0.0019615773512702	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	Prochlorococcus subclade LLVIII	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Prochlorococcus	unclassified	2413	0.0067138810618652	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	206	0.0005731701196619	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-II	2424	0.0067444872333034	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-III	89	0.0002476317507277	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-IV	98	0.0002726731637226	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	97	0.000269890784501	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	1981	0.0055118932381081	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-I	197	0.0005481287066669	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-IX	56	0.0001558132364129	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-V	100	0.0002782379221659	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-VI	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-VII	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-VIII	66	0.0001836370286295	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.1B-XVI	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.2A	66	0.0001836370286295	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.2B	33	9.18185143147753e-05	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.2C	259	0.0007206362184099	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade 5.3	699	0.0019448830759402	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	Synechococcus subsubclade RSCCF101	66	0.0001836370286295	5.0	20.0	Particle-bound	5
ERR1726937	Synechococcus	unclassified	1684	0.0046855266092752	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade AMZ-I	2239	0.0062297470772964	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade AMZ-II	1390	0.0038675071181072	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade AMZ-III	2660	0.0074011287296152	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade HLI	5247	0.0145991437760492	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	186105	0.5178146850470078	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	3118	0.0086754584131354	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade LLI	5533	0.0153949042334439	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	9683	0.0269417780033324	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade LLIV	1050	0.0029214981827428	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade LLVII	23200	0.0645511979425087	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	Prochlorococcus subclade LLVIII	1774	0.0049359407392245	5.0	20.0	Particle-bound	5
ERR4691756	Prochlorococcus	unclassified	53532	0.1489463244938955	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	307	0.0008541904210495	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	6523	0.0181494596628872	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	21094	0.058691507301693	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-II	211221	0.5876969215782168	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-III	14047	0.039084080926656	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-IV	4713	0.0131133532716829	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2134	0.0059375972590221	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	5148	0.0143236882331049	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1077	0.0029966224217276	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-I	2414	0.0067166634410868	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-IX	15353	0.0427178681901437	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-V	553	0.0015386557095779	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-VI	552	0.0015358733303562	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-VII	19780	0.0550354610044319	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1084	0.0030160990762792	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.1B-XVI	5696	0.0158484320465745	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.2A	1517	0.004220869279258	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.2B	1924	0.0053532976224735	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.2C	882	0.0024540584735039	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade 5.3	34595	0.0962564091733227	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	Synechococcus subsubclade RSCCF101	2955	0.0082219306000048	5.0	20.0	Particle-bound	5
ERR4691756	Synechococcus	unclassified	87496	0.2434470523783509	5.0	20.0	Particle-bound	5
ERR599150	Prochlorococcus	Prochlorococcus subclade AMZ-I	37162	0.1033987766353236	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade AMZ-II	15865	0.0441424463516336	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade AMZ-III	19044	0.0529876298972903	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade HLI	5304569	14.75932256546101	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	212842198	592.2077092076133	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	573546	1.5958224730661248	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade LLI	3564463	9.917687787575362	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	196443	0.5465789214405274	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade LLIV	82976	0.2308706982964483	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade LLVII	307467	0.8554897921460914	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	Prochlorococcus subclade LLVIII	34630	0.0963537924460808	5.0	0.22	Free-living	5
ERR599150	Prochlorococcus	unclassified	45412774	126.35555877553504	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	10226	0.0284526099206937	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	149131	0.4149389957053562	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	224874	0.6256847450915388	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-II	12852657	35.76096577992112	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-III	266923	0.7426810089831142	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-IV	98950	0.2753164239832429	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	219376	0.610387224130853	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	68972	0.1919062596763237	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-HK1	12349	0.0343596010082775	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-I	60409	0.1680807464012503	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-IX	39807	0.1107581696766139	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-V	6859	0.0190843390813649	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-VI	7582	0.021095999258625	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-VII	100665	0.2800882043483896	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-VIII	16727	0.0465408572407044	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.1B-XVI	20966	0.0583353627613205	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.2A	27223	0.0757447095512463	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.2B	18544	0.0515964402864604	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.2C	26212	0.0729317241581481	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade 5.3	399903	1.112681797879442	5.0	0.22	Free-living	5
ERR599150	Synechococcus	Synechococcus subsubclade RSCCF101	10048	0.0279573464192382	5.0	0.22	Free-living	5
ERR599150	Synechococcus	unclassified	3797172	10.565172473868603	5.0	0.22	Free-living	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade AMZ-I	4083	0.0113604543620372	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade AMZ-II	2058	0.0057261364381759	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade AMZ-III	2541	0.0070700256022376	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade HLI	16984	0.047255928700671	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	1188011	3.305497121503349	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	4033	0.0112213354009542	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade LLI	7647	0.0212768539080329	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	11405	0.0317330350230306	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade LLIV	2263	0.0062965241786162	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade LLVII	36102	0.1004494546603641	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	Prochlorococcus subclade LLVIII	2582	0.0071841031503257	5.0	20.0	Particle-bound	5
ERR4691753	Prochlorococcus	unclassified	257124	0.7154164749900692	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	454	0.0012632001666335	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	2263	0.0062965241786162	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	25769	0.0716991301629528	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-II	109649	0.3050850992757817	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-III	43948	0.1222800020335074	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-IV	5765	0.016040416212869	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2613	0.0072703569061972	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	19902	0.0553749112694744	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-HK1	1229	0.0034195440634199	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-I	4288	0.0119308421024774	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-IX	935	0.0026015245722519	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-V	519	0.0014440548160414	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-VI	978	0.0027211668787833	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-VII	44544	0.1239383000496167	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-VIII	1636	0.0045519724066355	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.1B-XVI	2742	0.0076292838257913	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.2A	2782	0.0077405789946577	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.2B	2496	0.006944818537263	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.2C	2638	0.0073399163867387	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade 5.3	113123	0.3147510846918281	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	Synechococcus subsubclade RSCCF101	1568	0.0043627706195626	5.0	20.0	Particle-bound	5
ERR4691753	Synechococcus	unclassified	76893	0.2139454854910914	5.0	20.0	Particle-bound	5
ERR599151	Prochlorococcus	Prochlorococcus subclade AMZ-I	9865	0.0274481710216744	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade AMZ-II	3741	0.0104088806682295	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade AMZ-III	4927	0.0137087824251181	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade HLI	443945	1.2352233435597857	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	982785	2.7344805633589835	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	22218403	61.82002284566505	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade LLI	753194	2.0956713354788747	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	72921	0.2028938752226584	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade LLIV	13764	0.0382966676069262	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade LLVII	126482	0.3519208887139821	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	Prochlorococcus subclade LLVIII	17008	0.0473227058019908	5.0	0.22	Free-living	5
ERR599151	Prochlorococcus	unclassified	3188683	8.87212532366002	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	8356	0.0232495607761897	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	70980	0.1974932771534167	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	26103	0.0726284448229872	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-II	5817427	16.186288008323043	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-III	46700	0.1299371096515153	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-IV	21740	0.0604889242788853	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	11558	0.0321587390439446	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	638217	1.7757617197100894	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-HK1	3000	0.0083471376649795	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-I	12209	0.0339700679172452	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-IX	4802	0.0133609850224106	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-V	3152	0.0087700593066718	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-VI	3776	0.0105062639409876	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-VII	15632	0.0434941519929868	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-VIII	3998	0.0111239521281961	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.1B-XVI	4487	0.0124845355675877	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.2A	7101	0.0197576748530066	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.2B	5003	0.0139202432459642	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.2C	5327	0.014821734113782	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade 5.3	3578	0.0099553528550989	5.0	0.22	Free-living	5
ERR599151	Synechococcus	Synechococcus subsubclade RSCCF101	2716	0.0075569419660281	5.0	0.22	Free-living	5
ERR599151	Synechococcus	unclassified	1712286	4.764228987939071	5.0	0.22	Free-living	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade AMZ-I	5272	0.0146687032565907	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade AMZ-II	2929	0.0081495887402417	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade AMZ-III	4163	0.0115830446997699	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade HLI	8649	0.0240647978881361	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade HLII-HLVI	555507	1.5456311342866027	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade HLIII-HLIV	2391	0.0066526687189887	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade LLI	6359	0.017693149470535	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade LLII-LLIII	10910	0.030355757308309	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade LLIV	4973	0.0138367718693144	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade LLVII	42786	0.1190468773779386	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	Prochlorococcus subclade LLVIII	2836	0.0078908274726273	5.0	20.0	Particle-bound	5
ERR1726599	Prochlorococcus	unclassified	126023	0.3506437766512402	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-AG676E04	484	0.0013466715432833	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-CRD2	2678	0.007451211555605	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-EnvC-UC-A	27087	0.0753663059771005	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-II	48272	0.1343110097879646	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-III	4719	0.0131300475470128	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-IV	5435	0.0151222310697213	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1A-WPC1	2891	0.0080438583298186	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-CRD1	27535	0.0766128118684041	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-HK1	2101	0.0058457787447073	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-I	6164	0.0171505855223113	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-IX	2048	0.0056983126459593	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-V	791	0.0022008619643329	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-VI	701	0.0019504478343835	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-VII	10534	0.0293095827209649	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-VIII	4427	0.0123175928142881	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.1B-XVI	2521	0.0070143780178045	5.0	20.0	Particle-bound	5
ERR1726599	Synechococcus	Synechococcus subsubclade 5.2A	3560	0.009905270029109	5.0	20.0	Particle-bound	5
